pronz.RepeatExercise$,000-repeat,nl0003_lms,صباح الخير۔,SabaaH il-Kheyr,Good morning.
pronz.RepeatExercise$,001-repeat,nl0004_ams,كيف الصحة؟,keef iS-SaHa?,How is your health?
pronz.RepeatExercise$,002-repeat,nl0005_lms,مسا الخير۔,masaa il-Kheyr,Good evening.
pronz.RepeatExercise$,003-repeat,nl0006_ams,كيفَك؟,keefak?,How are you?
pronz.RepeatExercise$,004-repeat,nl0007_lms,الحمد الله منيح، كيفَك انتِ؟,il-Hamdula mneeH keefak intey?,I'm fine, thanks, and you?
pronz.RepeatExercise$,005-repeat,nl0008_lms,نشكر الله، بخير۔,nushkor al-la bKheyr,Fine, thank God.
pronz.RepeatExercise$,006-repeat,nl0009_lms,شو اسمك؟,shoo ismak?,What's your name?
pronz.RepeatExercise$,007-repeat,nl0010_ams,أنا اسمي جان۔,ana ismee jaan,My name is John.
pronz.RepeatExercise$,008-repeat,nl0011_lms,تشرّفنا۔,tshar-rafna,Nice to meet you.
pronz.RepeatExercise$,009-repeat,nl0012_lms,أهلا وسهلا فيك۔,ahla wasahla feek,Welcome.
pronz.RepeatExercise$,010-repeat,nl0013_ams,خاطرك۔,KhaaTrak,Good-bye.
pronz.RepeatExercise$,011-repeat,nl0014_lms,بشوفك بعدين۔,bshoofak ba'deyn,See you later.
pronz.RepeatExercise$,012-repeat,nl0015_lms,بشوفك بُكرا۔,bshoofak bukraa,See you tomorrow.
pronz.RepeatExercise$,013-repeat,nl0016_ams,شكراً۔,shukran,Thank you.
pronz.RepeatExercise$,014-repeat,nl0017_ams,شكراً كتير۔,shukran kteer,Thank you very much.
pronz.RepeatExercise$,015-repeat,nl0018_lms,عفواً، يا أهلين۔,afwan yaa ahleyn,You're welcome.
pronz.RepeatExercise$,016-repeat,nl0019_lms,تفضّل كول، بالهنا انشالله۔,tfaDal kol bilhanaa inshaal-lah,Please eat and enjoy.
pronz.RepeatExercise$,017-repeat,nl0020_ams,اعزرني۔,'zirnee,Excuse me (pardon me).
pronz.RepeatExercise$,018-repeat,nl0021_ams,أنا آسف۔,ana aasif,I'm sorry.
pronz.RepeatExercise$,019-repeat,nl0022_ams,اسمحلي لـ۔۔۔,smaHlee la...,Permit me/allow me to...
pronz.RepeatExercise$,020-repeat,nl0023_lms,هَي الك۔,hay ilak,This is for you.
pronz.RepeatExercise$,021-repeat,nl0024_lms,رجاءً ابلا، هَي الك۔,rajaa-an i-bala hay ilak,Please, accept it. It's yours.
pronz.RepeatExercise$,022-repeat,nl0025_ams,ليش معزّب حالك؟,leysh m'az-zib Haalak,You shouldn't have.
pronz.RepeatExercise$,023-repeat,nl0026_ams,لا، شكراً۔,laa shukran,No, thank you.
pronz.RepeatExercise$,024-repeat,nl0027_ams,ممكن ادخل؟,mumken idKhol?,May I enter?
pronz.RepeatExercise$,025-repeat,nl0028_lms,تفضّل فوت۔,tfaDal foot,Please come in.
pronz.RepeatExercise$,026-repeat,nl0029_lms,لأ، ما بتئدر تدخل۔,la maa bti-der tudKhul,No, you may not enter.
pronz.RepeatExercise$,027-repeat,nl0030_lms,استنّى لو سمحت۔,istan-na law samaHt,Please wait.
pronz.RepeatExercise$,028-repeat,nl0031_lms,اي۔,ey,Yes.
pronz.RepeatExercise$,029-repeat,nl0032_lms,لأ۔,la,No.
pronz.RepeatExercise$,030-repeat,nl0033_lms,طيب۔,Tay-yeb,Okay.
pronz.RepeatExercise$,031-repeat,nl0034_lms,يمكن۔,yimken,Maybe.
pronz.RepeatExercise$,032-repeat,nl0035_lms,مو مشكلة۔,moo mshkleh,No problem.
pronz.RepeatExercise$,033-repeat,nl0036_ams,انتِ جاهز؟,intey jaahez?,Are you ready?
pronz.RepeatExercise$,034-repeat,nl0038_ams,هادا مزبوط؟,haada mazbooT?,Is this right?
pronz.RepeatExercise$,035-repeat,nl0039_lms,لأ، هادا غلط۔,la- haada ghalaT,No, that's wrong.
pronz.RepeatExercise$,036-repeat,nl0040_ams,مين هالرجّال؟,meen har-rijaal?,Who is this man?
pronz.RepeatExercise$,037-repeat,nl0041_ams,مين هالمرة؟,meen halmara?,Who is this woman?
pronz.RepeatExercise$,038-repeat,nl0042_ams,هاد ابنك؟ /هاي بنتك؟,haad ibnak haay bintak?,Is this your son?/ Is this your daughter?
pronz.RepeatExercise$,039-repeat,nl0043_ams,انتِ متأكِّد؟,intey mit-ak-ked?,Are you sure?
pronz.RepeatExercise$,040-repeat,nl0044_ams,في عندك۔۔۔؟,fee 'indak?,Do you have...?
pronz.RepeatExercise$,041-repeat,nl0045_lms,اي، أنا عندي شوَي۔,ey ana 'indee shway,Yes, I have some.
pronz.RepeatExercise$,042-repeat,nl0046_lms,سحر حدّاد,saHar Had-daad,Sahar Had-daad
pronz.RepeatExercise$,043-repeat,nl0047_lms,فايز عبدالله,faayiz 'abdal-lah,Fayez Abdullah
pronz.RepeatExercise$,044-repeat,nl0048_ams,الأكل هاد تازة؟,l-akil haad taaza?,Is the food fresh?
pronz.RepeatExercise$,045-repeat,nl0049_lms,هالأكل منزوع۔,hal-akil manzoo',This food is spoiled.
pronz.RepeatExercise$,046-repeat,nl0050_ams,هاي لحمة غنم ولاّ لحمة بأر؟,haay laHmit ghanam wil-la laHmit ba-ar?,Is this lamb or beef?
pronz.RepeatExercise$,047-repeat,nl0051_lms,هاي لحمة غنم۔,haay laHmit ghanam,This is lamb meat.
pronz.RepeatExercise$,048-repeat,nl0052_ams,شو نوع هالفاكهة؟,shoo no' hal-faakhaa?,What kind of fruit is this?
pronz.RepeatExercise$,049-repeat,nl0053_lms,هادا مشمش۔,haadaa mushmush,This is apricot.
pronz.RepeatExercise$,050-repeat,nl0054_lms,بدّك كمان؟,bid-dak kamaan?,Would you like some more?
pronz.RepeatExercise$,051-repeat,nl0055_ams,لأ، شكراً، شبعت۔,la- shukran shbi'it,No, thank you, I am full.
pronz.RepeatExercise$,052-repeat,nl0056_ams,شكراً، الأكل كان كتير طيب۔,shukran il-akil kaan kteer Tayib,Thank you, the food was very good.
pronz.RepeatExercise$,053-repeat,nl0057_lms,اشراب شاي۔,shraab shaay,Have some tea.
pronz.RepeatExercise$,054-repeat,nl0058_ams,هالمَي صالحة  للشرب؟,halmaay SaalHa lash-shirib?,Is this water safe to drink?
pronz.RepeatExercise$,055-repeat,nl0059_lms,لازم تغلي المَي۔,laazim tighlee lmaay,You need to boil the water.
pronz.RepeatExercise$,056-repeat,nl0060_ams,بدنا مَي صالحة للشرب۔,bidna maay SaalHa lash-shirib,We need potable water.
pronz.RepeatExercise$,057-repeat,nl0061_ams,وين بئدر غسّل ايديّي؟,weyn bi-der ghas-sil eedeeyi?,Where can I wash my hands?
pronz.RepeatExercise$,058-repeat,nl0062_ams,وين الحمّام؟,weyn il Ham-maam?,Where is the latrine?
pronz.RepeatExercise$,059-repeat,nl0066_ams,أنا ما بحكي سوري۔,ana maa biHkee sooree,I don't speak Syrian.
pronz.RepeatExercise$,060-repeat,nl0067_ams,شو بتحكي؟,shoo btiHkee?,What language do you speak?
pronz.RepeatExercise$,061-repeat,nl0068_lms,أنا بحكي عربي۔,ana biHkee 'arabee,I speak Arabic.
pronz.RepeatExercise$,062-repeat,nl0069_lms,أنا بحكي فرنسي۔,ana biHkee faransee,I speak French.
pronz.RepeatExercise$,063-repeat,nl0070_ams,عم تفهَم؟,'am tifhaam?,Do you understand?
pronz.RepeatExercise$,064-repeat,nl0071_lms,أنا ما عم بفهم۔,ana maa 'am bifham,I don't understand.
pronz.RepeatExercise$,065-repeat,nl0072_ams,احكي على مهلك إزا بتريد۔,Hkee 'ala mahlak iza bitreed,Please speak slowly.
pronz.RepeatExercise$,066-repeat,nl0073_ams,عيد لو سمحت۔,'eed law samaHt,Please repeat.
pronz.RepeatExercise$,067-repeat,nl0074_lms,أنا بدّي مترجم۔,ana bid-dee mtarjem,I need an interpreter.
pronz.RepeatExercise$,068-repeat,nl0075_ams,المترجم جايي۔,limtajim jaaye,The interpreter is coming.
pronz.RepeatExercise$,069-repeat,nl0076_ams,وين المترجم؟,weyn limtarjem?,Where is the interpreter?
pronz.RepeatExercise$,070-repeat,nl0077_lms,ما بعرِف۔,maa ba'ref,I don't know.
pronz.RepeatExercise$,071-repeat,nl0078_ams,تباع أوامرنا!,tbaa' awaamirna!,Follow our orders!
pronz.RepeatExercise$,072-repeat,nl0079_ams,وئّف!,wa-ef!,Stop!
pronz.RepeatExercise$,073-repeat,nl0080_ams,وئّف وإلاّ بأوصَك!,wa-ef wa-il-la b-awsak!,Stop or I'll shoot!
pronz.RepeatExercise$,074-repeat,nl0081_ams,لا تأوّص!,laa t-awes!,Don't shoot!
pronz.RepeatExercise$,075-repeat,nl0082_ams,نزّل سلاحك!,naz-zel slaaHak!,Put your weapon down!
pronz.RepeatExercise$,076-repeat,nl0083_ams,رمي سلاحك!,rmee slaaHak!,Drop your weapon!
pronz.RepeatExercise$,077-repeat,nl0084_ams,رفاع إيديك!,rfaa' eedeyk!,Hands up!
pronz.RepeatExercise$,078-repeat,nl0085_ams,استسلم!,staslem!,Surrender!
pronz.RepeatExercise$,079-repeat,nl0086_ams,تعا لهون!,ta'aa lahon!,Come here!
pronz.RepeatExercise$,080-repeat,nl0087_ams,روح!,rooH!,Go!
pronz.RepeatExercise$,081-repeat,nl0088_ams,تحرّك عاليمين!,tHar-rak 'alyameen!,Move to the right!
pronz.RepeatExercise$,082-repeat,nl0089_ams,تحرّك عاليسار!,tHar-rak 'alyasaar!,Move to the left!
pronz.RepeatExercise$,083-repeat,nl0090_ams,انبطح!,inbuTeH!,Lie down!
pronz.RepeatExercise$,084-repeat,nl0091_ams,أووم!,oom!,Get up!
pronz.RepeatExercise$,085-repeat,nl0092_ams,لا تتحرّك!,laa titHar-rak!,Don't move!
pronz.RepeatExercise$,086-repeat,nl0093_ams,وين؟,weyn?,Where?
pronz.RepeatExercise$,087-repeat,nl0094_lms,هُنيك۔,huneek,There.
pronz.RepeatExercise$,088-repeat,nl0095_ams,إيمتا؟,eymtaa?,When?
pronz.RepeatExercise$,089-repeat,nl0096_lms,اليوم المسا۔,lyom lmasaa,Tonight.
pronz.RepeatExercise$,090-repeat,nl0097_ams,مين؟,meen?,Who?
pronz.RepeatExercise$,091-repeat,nl0098_ams,مين المسؤول؟,meen lmas-ool?,Who is in charge?
pronz.RepeatExercise$,092-repeat,nl0099_lms,هوّة المسؤول۔,hoowey lmas-ool,He is in charge.
pronz.RepeatExercise$,093-repeat,nl0100_lms,مين انتِ؟,meen intey?,Who are you?
pronz.RepeatExercise$,094-repeat,nl0101_ams,نحنا قوات التحالف۔,niHnaa quwaat it-taHaaluf,We are coalition forces.
pronz.RepeatExercise$,095-repeat,nl0102_ams,شو؟,shoo?,What?
pronz.RepeatExercise$,096-repeat,nl0103_ams,شو هاد؟,shoo haad?,What is this?
pronz.RepeatExercise$,097-repeat,nl0104_lms,هاي قنبلة يدوية۔,haay qunbley yadaweeyey,This is a grenade.
pronz.RepeatExercise$,098-repeat,nl0105_ams,ليش؟,leysh?,Why?
pronz.RepeatExercise$,099-repeat,nl0106_ams,بدّك___؟,bid-dak__?,Do you need ___?
pronz.RepeatExercise$,100-repeat,nl0107_ams,ممكن حدا يساعدنا؟,mumken Hada yisaa'idna?,Can someone assist us?
pronz.RepeatExercise$,101-repeat,nl0108_ams,وين المطار؟,weyn ilmaTaar?,Where is the airfield?
pronz.RepeatExercise$,102-repeat,nl0109_ams,وين مخيّم العدو؟,weyn muKhay-yam il'adoo?,Where is the enemy camp?
pronz.RepeatExercise$,103-repeat,nl0110_ams,في عندك زخيرة؟,fee 'indak zaKheera?,Do you have any ammunition?
pronz.RepeatExercise$,104-repeat,nl0111_lms,المخزن تبعي فاضي۔,il-maKhzan taba'ee faaDee,My magazine is empty.
pronz.RepeatExercise$,105-repeat,nl0112_lms,وين السَكَنات؟,weyn is-sakanaat?,Where are the barracks?
pronz.RepeatExercise$,106-repeat,nl0113_ams,أريب من القاعدة۔,areeb min ilqaa'idey,Near the base.
pronz.RepeatExercise$,107-repeat,nl0114_ams,مين القائد تبعك؟,meen ilqaa-ed taba'ak?,Who is your leader?
pronz.RepeatExercise$,108-repeat,nl0115_lms,هوّة القائد تبعنا۔,hoowey ilqaa-ed taba'naa,He is our commander.
pronz.RepeatExercise$,109-repeat,nl0116_ams,شو رتبتك؟,shoo ritibtak?,What's your rank?
pronz.RepeatExercise$,110-repeat,nl0117_ams,انتِ جندي؟,intey jindee?,Are you a soldier?
pronz.RepeatExercise$,111-repeat,nl0118_lms,أنا ضابط۔,ana DaabeT,I'm an officer.
pronz.RepeatExercise$,112-repeat,nl0119_ams,انتبه من المتفجرات.,intibeh mnil mutafajiraat,Watch out for explosives.
pronz.RepeatExercise$,113-repeat,nl0120_ams,انتبه من القنّاصين۔,intibeh mnil qan-naaSeen,Beware of snipers.
pronz.RepeatExercise$,114-repeat,nl0121_ams,انصُب الخيمة تبعك هون۔,nSob ilKheymey taba'ak hon,Put your tent up here.
pronz.RepeatExercise$,115-repeat,nl0122_ams,خلّيك مع وحدتك۔,Khal-leek ma' wiHidtak,Stay with your unit.
pronz.RepeatExercise$,116-repeat,nl0124_ams,ما عندي ليرات۔,maa 'indee leyraat,I don't have any liras.
pronz.RepeatExercise$,117-repeat,nl0125_ams,أدّيش؟,ad-deysh?,How much?
pronz.RepeatExercise$,118-repeat,nl0126_lms,بخمس (٥) ليرات۔,bKhams leyraat,It's five (5) liras.
pronz.RepeatExercise$,119-repeat,nl0127_ams,في عندك كمان؟,fee 'indak kamaan?,Do you have more?
pronz.RepeatExercise$,120-repeat,nl0128_lms,هادا كل اللي عندي۔,haada kil il-lee 'indee,This is all I have.
pronz.RepeatExercise$,121-repeat,nl0129_ams,فيني المسا؟,feenee ilmisaa?,May I touch this?
pronz.RepeatExercise$,122-repeat,nl0130_lms,لاتلمِس۔,laa tlmes,Do not touch.
pronz.RepeatExercise$,123-repeat,nl0131_ams,عندك فراطة؟,'indak fraaTa?,Do you have change?
pronz.RepeatExercise$,124-repeat,nl0132_lms,بدّي المبلغ المزبوط۔,bid-dee lmablagh lmazbooT,I need exact change.
pronz.RepeatExercise$,125-repeat,nl0133_ams,هاي صفقة منيحة۔,haay Safqa mneeHa,That's a good deal.
pronz.RepeatExercise$,126-repeat,nl0134_ams,راح آخد هَديك إزا بتريد۔,raaH aakhod hadeek iza bitreed,I'll take that, please.
pronz.RepeatExercise$,127-repeat,nl0135_ams,هالمبلغ مزبوط؟,halmablagh mazbooT?,Is this the correct amount?
pronz.RepeatExercise$,128-repeat,nl0136_lms,هالمصاري ما بتكفّي۔,halmaSaaree ma bitkaf-fee,That's not enough.
pronz.RepeatExercise$,129-repeat,nl0137_ams,هادا كتير غالي۔,haada kteer ghaalee,That's too expensive.
pronz.RepeatExercise$,130-repeat,nl0138_lms,اليوم۔,ilyom,Today.
pronz.RepeatExercise$,131-repeat,nl0139_lms,بُكرا۔,bukra,Tomorrow.
pronz.RepeatExercise$,132-repeat,nl0140_lms,مبارحة۔,mbaarHa,Yesterday.
pronz.RepeatExercise$,133-repeat,nl0141_ams,أدّيش الساعة؟,ad-deysh is-saa'a?,What time is it?
pronz.RepeatExercise$,134-repeat,nl0142_lms,الساعة وحدة (١)۔,is-saa'a wiHdey,It's one (1) o'clock.
pronz.RepeatExercise$,135-repeat,nl0143_lms,الساعة تلاتة ونص (٣:٣٠)۔,is-saa'a tlaatey oo-nuS,It's half past three (3:30).
pronz.RepeatExercise$,136-repeat,nl0144_ams,هلأ أنا مشغول۔,hal-la- ana mashghool,I'm busy right now.
pronz.RepeatExercise$,137-repeat,nl0145_lms,بشوفك عن أريب۔,bshoofak 'an areeb,See you soon.
pronz.RepeatExercise$,138-repeat,nl0146_ams,خلّينا نتآبل بعدين۔,Khal-leena nit-aabal ba'deyn,Let's meet later.
pronz.RepeatExercise$,139-repeat,nl0147_lms,بشوفك بعد ساعة۔,bshoofak ba'id saa'a,I'll see you in an hour.
pronz.RepeatExercise$,140-repeat,nl0148_ams,أدّيش صارلك بالجيش؟,ad-deysh Saarlak bij-jeysh?,How long have you been in the military?
pronz.RepeatExercise$,141-repeat,nl0149_lms,من سنة ألف وتسعمية وسبعة وتسعين (١٩٩٧)۔,min sint alf ootisi'meeyey oosab'a ootis'een,Since 1997.
pronz.RepeatExercise$,142-repeat,nl0150_lms,إيمتا الإجتماع؟,eymta il-ijteemaa'?,When is the briefing?
pronz.RepeatExercise$,143-repeat,nl0151_lms,أدّيش طَوّل الإجتماع؟,ad-deysh Taw-wal il-ijteemaa'?,How long was the meeting?
pronz.RepeatExercise$,144-repeat,nl0152_ams,ساعتين۔,saa'teyn,Two hours.
pronz.RepeatExercise$,145-repeat,nl0153_ams,لازم نعمل مواقع  للمخازن مشان الإمدادات بالمنطقة۔,laazem na'mel mawaaqi' lalmaKhaazin meshaan il-imdaadaat bilmanTiqa,We have to set up storage locations for supply materials in the area.
pronz.RepeatExercise$,146-repeat,nl0154_ams,في سكك حديد بهالمنطقة؟,fee sikak Hadeed bihalmanTiqa?,Are there any railroad tracks in this area?
pronz.RepeatExercise$,147-repeat,nl0155_lms,أئرب سكة حديد بتمر جوّه البلد۔,a-rab siket Hadeed bitmur joowa lblaad,The nearest railroad tracks run through the city.
pronz.RepeatExercise$,148-repeat,nl0156_ams,في عندكُن وسائل مواصلات بهالمنطقة؟,fee 'indkun wasaa-el muwaaSalaat bihalmanTiqa?,Do you have transportation facilities in this area?
pronz.RepeatExercise$,149-repeat,nl0157_lms,في عنّا باصات وتكاسي ومكروباصات وترينات۔,fee 'an-naa baaSaat ootakaasee oomikrobaaSaat ootreynaat,We have access to buses, taxis, auto rickshaws, and trains.
pronz.RepeatExercise$,150-repeat,nl0158_ams,ممكن استعمال هالطرءات بالشتة؟,mumkin isti'maal haT-Tur-aat bish-shitey?,Can you use these roads during the winter?
pronz.RepeatExercise$,151-repeat,nl0159_lms,بالشتة الطرءات بتكون مجمّدة وخطرة۔,bish-shitey iT-Tur-aat bitkoon mjam-madey ooKhTra,In the winter the roads can be icy and dangerous.
pronz.RepeatExercise$,152-repeat,nl0160_ams,في شركات للشاحنات أريبة من هون؟,fee shirkaat lash-shaaHinaat areebey min hon?,Are there trucking companies nearby?
pronz.RepeatExercise$,153-repeat,nl0161_lms,في شركة شاحنات وحدة بمدينتا۔,fee shirkit shaaHeenaat wiHdey bmadeenitnaa,There is one trucking company in our town.
pronz.RepeatExercise$,154-repeat,nl0162_ams,في عندكُن أي آليات لإنشاء الطرءات وتصليحا؟,fee 'indkun aay aaleeyaat la-inshaa-iT-Tur-aat ootaSleeHa?,Do you have any machinery for road-building and repair?
pronz.RepeatExercise$,155-repeat,nl0163_lms,معدّاتنا أديمة۔,mu'id-daatnaa adeemey,Our equipment is out of date.
pronz.RepeatExercise$,156-repeat,nl0164_ams,مين المسؤول عن تصليح الطرءات؟,meen ilmas-ool 'an taSleeH iT-Tur-aat?,Who is in charge of repairing the roads?
pronz.RepeatExercise$,157-repeat,nl0165_lms,البلدية هيّة المسؤولة عن تصليح الطرءات۔,ilbaladeeyey heeyey ilmas-ooley 'an taSleeH iT-Tur-aat,The city is responsible for repairing the roads.
pronz.RepeatExercise$,158-repeat,nl0166_ams,نحنا راح نوفرلكُن مساعدة لإنشاء الطرءات بهالمنطقة۔,niHna raaH nwafirilkun musaa'adey la-inshaa- iT-Tur-aat bihalmanTiqa,We will provide assistance in building roads at this location.
pronz.RepeatExercise$,159-repeat,nl0167_ams,شو حدود الوزن لهالطريء؟,shoo Hdood ilwazin lahaT-Taree-?,What is the weight limit of this road?
pronz.RepeatExercise$,160-repeat,nl0168_ams,في هون مطارات أريبة؟,fee hon maTaaraat areebey?,Are there any airports nearby?
pronz.RepeatExercise$,161-repeat,nl0169_lms,في عنّا مطار واحد رئيسي وتنين زغار بالمنطئة۔,fee 'an-naa maTaar waaHed ra-eesee ootneyn zghaar bil-manTi-a,We have one major airport and two smaller airports in the area.
pronz.RepeatExercise$,162-repeat,nl0170_ams,في ساحات لهبوط الطيارات الزغيرة أريبة من هون؟,fee saaHaat lahubooT iT-Tayaaraat iz-zgheerey areebey min hon?,Are there any landing fields for smaller aircraft nearby?
pronz.RepeatExercise$,163-repeat,nl0171_lms,في ساحة للهبوط بشمال المطار۔,fee saaHa lalhubooT bishmaal ilmaTaar,There is a landing field just north of the airport.
pronz.RepeatExercise$,164-repeat,nl0172_ams,في عجأة سيارات كتيرة بهالمنطئة؟,fee 'aj-et sayaaraat kteerey bihalmanTi-a?,Is the traffic heavy in this area?
pronz.RepeatExercise$,165-repeat,nl0173_lms,اي، هالمنطئة فيها عجأة سير كتير۔,ey, hal manTi-a feehaa 'aj-et seyr kteer,Yes, this is a high-traffic area.
pronz.RepeatExercise$,166-repeat,nl0174_ams,فيك تحَصّل خريطة طرءات لهالمنطقة؟,feek tHaS-Sel KhareeTit Tur-aat la halmanTiqa?,Can you provide a road map of this area?
pronz.RepeatExercise$,167-repeat,nl0175_lms,اي، في عنّا خريطة محلية بتورجي  الطرءات الرئيسية والفرعية۔,ey, fee 'an-naa KhareeTa maHaleeyey bitwarjee iT-Tur-aat ir-ra-eeseeyey oolfar'eeyey,Yes, we have a local map showing major and minor roads.
pronz.RepeatExercise$,168-repeat,nl0176_ams,في باصات أو ترينات بتسافر لأماكن تانية؟,fee  baaSaat aw treynaat bitsaafer la-amaaken taanyey?,Are there bus lines or trains to travel to other places?
pronz.RepeatExercise$,169-repeat,nl0177_lms,في باصات وترينات بتسافر بكل سوريا۔,fee baaSaat ootreynaat bitsaafir bikil sooreeya,There are buses and trains that travel throughout Syria.
pronz.RepeatExercise$,170-repeat,nl0178_ams,في عندكُن تكاسي؟,fee 'indkun takaasee?,Are there taxis?
pronz.RepeatExercise$,171-repeat,nl0179_lms,التكاسي  موجودة بالمناطئ اللي فيا زحمة كتير۔,it-takaasee mawjoodey bilmanaaTe-  il-lee feeyaa zaHmey kteer,Taxis are available in high-traffic areas.
